bathrooms,description,floor,location1,location2,price,price_m2,rooms,size,location,position
2.0,"C.r. Homes inmobiliaria vende estupendo piso en humanes de madrid- centro.
Fantástica vivienda seminueva (el ed...",2ª,"Humanes, Zona de - Humanes de Madrid",Humanes de Madrid,178.990,1.387,3.0,129,"Humanes, Zona de - Humanes de Madrid, Humanes de Madrid",
5.0,Piso señorial en finca representativa. Grandes salones con ventanales y mucha luz- 2 dormitorios  amplísimos con...,2ª,Almagro,Almagro (Distrito Chamberí. Madrid Capital),3.000.000,6.224,3.0,482,"Almagro, Almagro (Distrito Chamberí. Madrid Capital)",
2.0,"Nueva promoción de viviendas en la zona de El Olivar. 
 Estupendas viviendas de 3 y 4 dormitorios con amplias te...",1ª,Garena,Garena (Distrito Chorrillo-Garena. Alcalá de Henares),203.274,1.563,3.0,130,"Garena, Garena (Distrito Chorrillo-Garena. Alcalá de Henares)",
2.0,"Inmobiliaria novogar vende vivienda de esquina en estoril ll, con 152m² de vivienda, la cual está totalmente ref...",3ª,Apartamento en calle Salcillo,Norte-Universidad (Móstoles),265.000,1.743,4.0,152,"Apartamento en calle Salcillo, Norte-Universidad (Móstoles)",
5.0,Directing international properties ofrece magnifico piso exterior completamente reformado de diseño a estrenar d...,1ª,Centro,Universidad-Malasaña (Distrito Centro. Madrid Capital),715.000,4.965,5.0,144,"Centro, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
1.0,"Apartamento muy luminoso para reforma en barrio salamanca

La vivienda esta muy próxima a la avenida de los to...",2ª,calle Colomer,Guindalera (Distrito Salamanca. Madrid Capital),180.000,3.461,1.0,52,"calle Colomer, Guindalera (Distrito Salamanca. Madrid Capital)",
1.0,Agencia inmobiliaria de arganda del rey zona centro -oficina tecnocasa vende exclusiva casa con local comercial ...,,Centro,Centro (Arganda del Rey),235.000,1.030,4.0,228,"Centro, Centro (Arganda del Rey)",
2.0,"""Estupendo Piso en 2 plantas, duplex, con dos entradas independientes.. .
La vivienda cuenta con 3 habitaciones,...",2ª,Centro,Centro (Galapagar),139.000,1.418,2.0,98,"Centro, Centro (Galapagar)",
1.0,"Superficie total 70 m², piso superficie útil 65 m², habitaciones dobles: 1, 1 baño, aire acondicionado (frío y c...",0,Fuente del Berro,Fuente del Berro (Distrito Salamanca. Madrid Capital),220.000,3.142,1.0,70,"Fuente del Berro, Fuente del Berro (Distrito Salamanca. Madrid Capital)",
1.0,Akasa vende en madrid. Fantastico piso exterior del año 1986. Dispone de 70m² con  2 dormitorios un cuarto de ba...,,calle calle de Antonio López,Almendrales (Distrito Usera. Madrid Capital),280.000,4.000,2.0,70,"calle calle de Antonio López, Almendrales (Distrito Usera. Madrid Capital)",
2.0,"Vivienda 2 vende este espectacular loft, de 3 dormitorios, 2 baños, vestidor, cocina de diseño con isla. Esta si...",1ª,Palacio,Palacio (Distrito Centro. Madrid Capital),537.700,5.170,3.0,104,"Palacio, Palacio (Distrito Centro. Madrid Capital)",
1.0,"''''TECNOCASA vende vivienda en el barrio de Ciudad de los Ángeles. Piso muy luminoso, completamente exterior.

...",,Los Ángeles,Los Ángeles (Distrito Villaverde. Madrid Capital),169.700,2.175,3.0,78,"Los Ángeles, Los Ángeles (Distrito Villaverde. Madrid Capital)",
2.0,Bonito Piso amueblado en Urbanización de lujo. Impresionantes zonas comunes. Muy buenas calidades Bien comunicad...,4ª,"Avenida calle Nanclares de Oca, nº 26",Rejas (Distrito San Blas. Madrid Capital),330.000,3.666,2.0,90,"Avenida calle Nanclares de Oca, nº 26, Rejas (Distrito San Blas. Madrid Capital)",
2.0,"PISO REFORMADO DE 4 HABITACIONES 

Situado en zona residencial La Poveda, en urbanización Estrella de Oriente, e...",3ª,Arganda,La Poveda (Arganda del Rey),167.000,1.391,4.0,120,"Arganda, La Poveda (Arganda del Rey)",
2.0,"Estupenda vivienda muy luminosa en urbanización cerrada con jardín y piscina, toda exterior a calle peatonal y a...",1ª,"calle Bahía de Cádiz, nº 29",Corralejos (Distrito Barajas. Madrid Capital),398.000,3.826,2.0,104,"calle Bahía de Cádiz, nº 29, Corralejos (Distrito Barajas. Madrid Capital)",
2.0,"Estupendo piso de 98m2 en una zona tranquila cerca del centro de Galapagar.
La vivienda está compuesta por un es...",2ª,Centro,Centro (Galapagar),149.000,1.405,3.0,106,"Centro, Centro (Galapagar)",
2.0,6º A Port.6 Tipo 26. Piso en un edificio de obra nueva de 111 m2 de superficie construida y ubicado en la zona d...,,"calle Londres Cruce Con C/ Río Guadiana,  S/N",Zona Noreste (Torrejón de Ardoz),310.000,2.792,3.0,111,"calle Londres Cruce Con C/ Río Guadiana,  S/N, Zona Noreste (Torrejón de Ardoz)",
1.0,"Se vende magnifico apartamento ubicado en la zona de Pueblo nuevo. Una tercera planta con ascensor, muy luminosa...",3ª,"Apartamento en calle de Vital Aza, Madrid",Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),147.000,2.450,3.0,60,"Apartamento en calle de Vital Aza, Madrid, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
1.0,"Agencia inmobiliaria de PARLA - Zona PARLA REYES - LAS AMÉRICAS.
Piso en venta en Parla, situado en zona de Reye...",,Las Américas,Las Américas (Parla),107.260,1.340,3.0,80,"Las Américas, Las Américas (Parla)",
1.0,"Magnífico piso en venta zona Retiro

Consta de :
1 dormitorio (antes 2)
1 cuarto de baño 
Cocina independiente
A...",2ª,calle de Narciso Serra,Pacífico (Distrito Retiro. Madrid Capital),176.750,3.535,1.0,50,"calle de Narciso Serra, Pacífico (Distrito Retiro. Madrid Capital)",
1.0,Agencia inmobiliaria de madrid zona berruguete – francos rodríguez – estrecho vende estudio totalmente reformado...,,Bellas Vistas,Bellas Vistas (Distrito Tetuán. Madrid Capital),115.000,,,,"Bellas Vistas, Bellas Vistas (Distrito Tetuán. Madrid Capital)",
1.0,"i-House vende piso reformado en Coronel de Palma. Vivienda con tres dormitorios amplios, 2 de ellos cuentan con ...",3ª,Apartamento en Suroeste,Centro (Móstoles),170.000,1.847,3.0,92,"Apartamento en Suroeste, Centro (Móstoles)",
2.0,"Inmuebles wow en periodo de pujas desde el 29/05/2019 al 04/06/2019piso en venta en torrejon de ardoz, consta de...",1ª,Apartamento en calle Descubrimientos,Zona Noreste (Torrejón de Ardoz),185.000,1.491,2.0,124,"Apartamento en calle Descubrimientos, Zona Noreste (Torrejón de Ardoz)",
1.0,"Precioso piso totalmente reformado junto al mentro de urgel. Dos dormitorios, cuarto de baño completo. Cocina eq...",1ª,Abrantes,Abrantes (Distrito Carabanchel. Madrid Capital),135.000,2.076,2.0,65,"Abrantes, Abrantes (Distrito Carabanchel. Madrid Capital)",
2.0,"Disfruta de esta amplia vivienda de 4 dormitorios y 2 baños perfectamente ubicada en la zona de La Serna, muy pr...",7ª,Naranjo-La Serna,Naranjo-La Serna (Fuenlabrada),220.000,1.788,4.0,123,"Naranjo-La Serna, Naranjo-La Serna (Fuenlabrada)",
3.0,"EMBAJADORES-CENTRO Vivienda exterior de 102 m² en pleno centro de Madrid, a 2 minutos andando de Tirso de Molina...",0,Zona Tirso de Molina,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),480.000,4.705,2.0,102,"Zona Tirso de Molina, Embajadores-Lavapiés (Distrito Centro. Madrid Capital)",
1.0,"Agencia inmobiliaria de mostoles-zona mostoles el soto-azorin, vende piso de esquina en la avenida iker casillas...",4ª,Oeste,Oeste (Móstoles),119.500,1.757,3.0,68,"Oeste, Oeste (Móstoles)",
1.0,RedPiso Proyecto Atocha pone a la venta en el corazón de la calle Atocha magnífico duplex de lujo. Una vivienda ...,4ª,calle Atocha,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),349.000,4.716,1.0,74,"calle Atocha, Embajadores-Lavapiés (Distrito Centro. Madrid Capital)",
1.0,"Urb.privada:3dormitorios,2baños,salón amplio con terraza ,cocina con tendedero y plaza de garaje. Junto al metro...",,Almendrales,Almendrales (Distrito Usera. Madrid Capital),190.000,1.711,3.0,111,"Almendrales, Almendrales (Distrito Usera. Madrid Capital)",
2.0,"Vivienda plurifamiliar de segunda mano, cuenta con tres dormitorios, dos cuartos de baño, una terraza, y traster...",,calle CL Extremadura,San Martín de la Vega,170.600,1.983,3.0,86,"calle CL Extremadura, San Martín de la Vega",
2.0,"REDPISO VENDE Piso en la calle Comercio. Fantástica vivienda situada en  2ª planta exterior, que consta de 3 dor...",2ª,calle Comercio,Pacífico (Distrito Retiro. Madrid Capital),490.000,4.900,3.0,100,"calle Comercio, Pacífico (Distrito Retiro. Madrid Capital)",
1.0,"Se vende vivienda en la zona mas turística de Madrid, a dos calles de Gran vía zona llena de tiendas de moda, ar...",4ª,Apartamento en Centro,Universidad-Malasaña (Distrito Centro. Madrid Capital),269.000,4.890,2.0,55,"Apartamento en Centro, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
2.0,"MAGNÍFICO BAJO CON JARDÍN, EN LA MEJOR URBANIZACIÓN DE AVENIDA EUROPA. 
Exclusivo piso en Las Terrazas de Aravac...",,Aravaca,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),750.000,4.411,3.0,170,"Aravaca, Aravaca (Distrito Moncloa-Aravaca. Madrid Capital)",
1.0,Bonito piso totalmente reformado en una de las mejores zonas de San Lorenzo de El Escorial: salón con chimenea y...,,Plantel,Abantos-Monte Carmelo-El Rosario (San Lorenzo de El Escorial),185.000,3.363,1.0,55,"Plantel, Abantos-Monte Carmelo-El Rosario (San Lorenzo de El Escorial)",
1.0,"Piso en la zona centro de Móstoles reformado, cuenta con 75m2 distribuidos en 2 dormitorios, un baño, salón inde...",4ª,Mostoles-Centro,Centro (Móstoles),91.000,1.213,2.0,75,"Mostoles-Centro, Centro (Móstoles)",
1.0,"Piso exterior distribuido en salón-comedor, cocina, 2 habitaciones y 1 baño. Ubicado en la primera planta de un ...",1ª,calle Malacuera,Torrelaguna,105.000,1.444,2.0,73,"calle Malacuera, Torrelaguna",
1.0,"piso bajo muy bien ubicado de 72 metros cuadrados aproximadamente tres dormitorios y un baño completo,  cocina a...",0,Chorrillo,Chorrillo (Distrito Chorrillo-Garena. Alcalá de Henares),104.000,1.444,3.0,72,"Chorrillo, Chorrillo (Distrito Chorrillo-Garena. Alcalá de Henares)",
2.0,"""Este piso se encuentra en la zona del Carrascal 28916, Leganés, Madrid. Es un piso luminoso, soleado, bastante ...",1ª,Centro,Centro (Leganés),229.000,2.694,4.0,85,"Centro, Centro (Leganés)",
1.0,"Piso en venta 4ª planta sin ascensor, zona Nido, piso totalmente reformado de 85m² construidos, 70m² útiles dist...",4ª,El Nido,El Nido-La Fuente-La Ermita (Parla),109.000,1.282,4.0,85,"El Nido, El Nido-La Fuente-La Ermita (Parla)",
1.0,Piso en un edificio de obra nueva de 64 m2 de superficie construida y ubicado en la zona de Madrid Capital. Está...,,Costillares,Costillares (Distrito Ciudad Lineal. Madrid Capital),412.000,6.437,1.0,64,"Costillares, Costillares (Distrito Ciudad Lineal. Madrid Capital)",
1.0,"Estupendo Piso en Arganda del Rey

Housfy, de particular a particular sin comisiones de agencia. 

Verónica vend...",,calle Avenida de Roma,Centro (Arganda del Rey),169.000,1.579,2.0,107,"calle Avenida de Roma, Centro (Arganda del Rey)",
1.0,"MADRID RIO – LA INVERSIÓN SIN COMPLICACIONES. Tenemos algo muy, muy especial. Un piso baratito y que ya está alq...",,calle Fernando Diaz de Mendoza,Comillas (Distrito Carabanchel. Madrid Capital),90.000,3.000,1.0,30,"calle Fernando Diaz de Mendoza, Comillas (Distrito Carabanchel. Madrid Capital)",
1.0,"Piso en venta en Parla, Zona Inlasa, 1ª planta con ascensor, para entrar a vivir y reformado hace 4 años, 85m2 c...",1ª,Parque Inlasa,El Nido-La Fuente-La Ermita (Parla),127.260,1.497,3.0,85,"Parque Inlasa, El Nido-La Fuente-La Ermita (Parla)",
2.0,"VT1, Portal 1, 2º B. Piso en un inmueble de obra nueva de 113 m2 de superficie construida y situado en la zona d...",2ª,"calle Acuario,  S/N",Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),364.900,3.236,3.0,113,"calle Acuario,  S/N, Casco Histórico de Barajas (Distrito Barajas. Madrid Capital)",
1.0,"GESTION MADRID Presenta Piso exterior, recién reformado en Calle Beire, en la zona de Bellas Vista.
El piso tien...",2ª,calle Beire,Bellas Vistas (Distrito Tetuán. Madrid Capital),225.000,5.625,2.0,40,"calle Beire, Bellas Vistas (Distrito Tetuán. Madrid Capital)",
2.0,"Piso de tres dormitorios, dos cuarto de baño y terraza, ubicado en la planta primera de un edificio de cuatroalt...",,"calle Alcalá, nº 104",Valdilecha,78.585,720,3.0,109,"calle Alcalá, nº 104, Valdilecha",
2.0,La vivienda se encuentra ubicada en la cuarta planta de un edificio de nueve plantas sobre rasante y tres en sót...,4ª,Madrid,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),200.000,,2.0,,"Madrid, Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital)",
2.0,"Vivienda en Las Torres del Parque de Cataluña, con excelentes vistas

El Piso se compone de Cuatro Habitaciones,...",planta,"calle Hilados, nº 1",Zona Sureste (Torrejón de Ardoz),216.000,1.402,4.0,154,"calle Hilados, nº 1, Zona Sureste (Torrejón de Ardoz)",
1.0,"Agencia inmobiliaria de Alcalá de Henares vende excelente piso en barrio de Juan de Austria, Marqués de Alonso M...",,calle Alfonso Dávalo,"Pryconsa, Juan de Austria (Distrito El Val. Alcalá de Henares)",118.000,1.966,1.0,60,"calle Alfonso Dávalo, Pryconsa, Juan de Austria (Distrito El Val. Alcalá de Henares)",
1.0,"Estupendo piso en venta en la zona de Zofío, perteneciente al distrito de Usera. Excelente ubicación, en plena c...",1ª,calle de Marcelo Usera,Zofío (Distrito Usera. Madrid Capital),123.000,1.684,2.0,73,"calle de Marcelo Usera, Zofío (Distrito Usera. Madrid Capital)",
2.0,Agencia inmobiliaria de madrid zona valdeacederas - tetuan - plaza castilla vende vivienda exterior formada por ...,2ª,Valdeacederas,Valdeacederas (Distrito Tetuán. Madrid Capital),192.000,1.900,3.0,101,"Valdeacederas, Valdeacederas (Distrito Tetuán. Madrid Capital)",
2.0,"En pleno Centro de Leganés, 140 m2, 1ª planta con ASCENSOR. Excelente piso con 4 dormitorios grandes, 2 baños co...",,Leganés - Centro,Centro (Leganés),268.000,1.928,4.0,139,"Leganés - Centro, Centro (Leganés)",
1.0,"''TECNOCASA GALAPAGAR, vende en exclusiva un magnifico piso en planta compuesto por 2 amplios dormitorios, cocin...",,Zona calle Casa Amarilla,Zona Calle Casa Amarilla (Galapagar),139.000,1.853,2.0,75,"Zona calle Casa Amarilla, Zona Calle Casa Amarilla (Galapagar)",
1.0,"Piso de 2 dormitorios en campo real
En el centro del pueblo con todos los servicios a mano, colegio, instituto,...",1ª,Campo Real,Campo Real,110.000,1.692,2.0,65,"Campo Real, Campo Real",
2.0,"Oportunidad única!!!
Rinsa inversores vende piso luminoso recién reformado!!!!!
Listo para entrar!!!!

Tiene...",,Plaza Pico Salvaguardia,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),217.000,3.287,2.0,66,"Plaza Pico Salvaguardia, Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,Piso de 3 dormitorios en el Barrio de San Isidro. Tercera Planta sin Ascensor. Calefacción de g/n y splits de a/...,3ª,San Isidro,San Isidro (Getafe),128.000,2.064,3.0,62,"San Isidro, San Isidro (Getafe)",
1.0,"Hogalia ofrece precioso piso semiamueblado en carabanchel. Cuenta con 63 m² distribuidos en 2 habitaciones,  1 b...",,calle de Juana Urosa,Vista Alegre (Distrito Carabanchel. Madrid Capital),126.000,2.000,2.0,63,"calle de Juana Urosa, Vista Alegre (Distrito Carabanchel. Madrid Capital)",
1.0,"Inmueble de 72 metros cuadrados, compuesto por por 3 dormitorios.",,calle de Sánchez Preciado,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),165.000,2.357,3.0,70,"calle de Sánchez Preciado, Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital)",
1.0,"GESTION MADRID Presenta Piso Interior, recién reformado en Avenida Cartagena.

El piso tiene de 40 m2 útiles, co...",2ª,Avenida Cartagena,Prosperidad (Distrito Chamartín. Madrid Capital),240.000,5.106,2.0,47,"Avenida Cartagena, Prosperidad (Distrito Chamartín. Madrid Capital)",
1.0,"Fantástica vivienda  para entra a vivir en la zona de Hortaleza. Completamente exterior, por lo que tiene mucha ...",3ª,"calle Solsona, Blo. D",Pinar del Rey (Distrito Hortaleza. Madrid Capital),182.000,3.192,3.0,57,"calle Solsona, Blo. D, Pinar del Rey (Distrito Hortaleza. Madrid Capital)",
1.0,"Fantástico piso que está dentro de una urbanización con todos los servicios muy cercanos, zonas de ocio, polidep...",4ª,"calle Magnolias, nº 1",Los Valles (Collado Villalba),165.000,1.853,3.0,89,"calle Magnolias, nº 1, Los Valles (Collado Villalba)",
2.0,"Se vende piso en Coslada, edificio de dos viviendas en la zona de Valleaguado, zona tranquila y con todos los se...",2ª,calle Charca,Valleaguado-La Cañada (Coslada),206.000,2.145,4.0,96,"calle Charca, Valleaguado-La Cañada (Coslada)",
1.0,Piso situado en Leganés. Cuenta con una superficie de 70 m² distribuidos 3 Habitaciones y 1 Baño La vivienda est...,3ª,Centro,Centro (Leganés),136.100,1.944,3.0,70,"Centro, Centro (Leganés)",
1.0,"Piso de 70m2, 3 dormitorios, 1 baño, totalmente amueblado, calefaccion de gas natural, terraza,aire acondicionad...",2ª,calle San Nicolas,Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez),99.000,990,3.0,100,"calle San Nicolas, Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)",
1.0,"""""obra nueva, pisos de 1 y 3 habitaciones, facilidades de pago, cantidades avaladas por banco, calidades en toda...",,"calle Saturno, nº 48",Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),180.000,3.000,1.0,60,"calle Saturno, nº 48, Casco Histórico de Barajas (Distrito Barajas. Madrid Capital)",
1.0,"Piso en la calle Jeronima Llorente en cuarta planta exterior con ascensor, distribuido en dos habitaciones, saló...",,Bellas Vistas,Bellas Vistas (Distrito Tetuán. Madrid Capital),150.000,2.777,2.0,54,"Bellas Vistas, Bellas Vistas (Distrito Tetuán. Madrid Capital)",
2.0,"Excelente vivienda de 109 m2. 4 dormitorios dobles, armarios empotrados vestidos, 2 baños completos, patio de 45...",,calle Capitán Antonio de Oro Pulido,Zona de la Estación-San Juan de Dios (Ciempozuelos),153.000,1.403,4.0,109,"calle Capitán Antonio de Oro Pulido, Zona de la Estación-San Juan de Dios (Ciempozuelos)",
1.0,"Agencia inmobiliaria de alcalá de henares - zona reyes católicos, vende gran piso de 3 amplios dormitorios al pr...",1ª,calle Pablo Coronel,"Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",118.000,1.180,3.0,100,"calle Pablo Coronel, Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",
2.0,"¡¡¡ Fantástico piso reformado !!! 3 habitaciones. Salón comedor. Hall.cocina amueblada. Un baño y un aseo.
Terr...",,"San Martín de La Vega, Zona de - San Martín de La Vega",San Martín de la Vega,110.000,1.000,3.0,110,"San Martín de La Vega, Zona de - San Martín de La Vega, San Martín de la Vega",
2.0,"Grupo Inmobiliario A&D vende; piso en Mostoles, zona Estoril II. Vivienda completamente reformada recientemente,...",,calle Salcillo,Norte-Universidad (Móstoles),235.000,1.958,4.0,120,"calle Salcillo, Norte-Universidad (Móstoles)",
2.0,"Biba home vende, sin comision de agencia, piso en sector literatos. 6ª planta. Con una superficie de 82 m², cons...",6ª,Nuevo Tres Cantos,Nuevo Tres Cantos (Tres Cantos),294.000,3.585,2.0,82,"Nuevo Tres Cantos, Nuevo Tres Cantos (Tres Cantos)",
1.0,Edificio residencial de tres alturas sobre rasante destinadas a viviendas y una planta sótano destinada a garajes.,,"calle Carabaña, nº 8",Villarejo de Salvanés,82.319,968,3.0,85,"calle Carabaña, nº 8, Villarejo de Salvanés",
5.0,"Deseas vivir en una de las mejores  y más exclusivas zonas del Capital ????  

Alfa Madrid Centro presenta esta ...",,Arguelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),3.085.000,8.569,7.0,360,"Arguelles, Argüelles (Distrito Moncloa-Aravaca. Madrid Capital)",
2.0,"Se vende vivienda situada en el corazón del barrio de Salamanca, en una de las mejores zonas de Recoletos. Recié...",,Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),720.000,8.275,2.0,87,"Recoletos, Recoletos (Distrito Salamanca. Madrid Capital)",
1.0,"Vivienda consta de salón-comedor, cocina, 3 habitaciones, 1 baño y terraza. Ubicada en un emplazamiento excelent...",,"calle Fragata, nº 11",San Isidro (Distrito Carabanchel. Madrid Capital),90.000,1.578,3.0,57,"calle Fragata, nº 11, San Isidro (Distrito Carabanchel. Madrid Capital)",
1.0,"Cliventa - no cobramos al comprador. Bonito piso de 56m². El piso está distribuido en un luminoso salón comedor,...",4ª,calle calle de Francisco Gervás,Castillejos (Distrito Tetuán. Madrid Capital),219.000,3.910,2.0,56,"calle calle de Francisco Gervás, Castillejos (Distrito Tetuán. Madrid Capital)",
1.0,"Agencia inmobiliaria de madrid zona aluche - illescas vende piso en calle illescas.

Piso en aluche calle ille...",,Aluche,Aluche (Distrito Latina. Madrid Capital),159.900,1.998,,80,"Aluche, Aluche (Distrito Latina. Madrid Capital)",
2.0,"Piso en venta en la zona de San Diego, perteneciente al distrito de Puente de Vallecas. Muy buena ubicación, en ...",3ª,Apartamento en calle de Martínez de La Riva,San Diego (Distrito Puente de Vallecas. Madrid Capital),175.000,1.388,4.0,126,"Apartamento en calle de Martínez de La Riva, San Diego (Distrito Puente de Vallecas. Madrid Capital)",
1.0,I-house vende en exclusiva piso reformado en parque vosa con 2 dormitorios dobles y un cuarto de baño con plato ...,0,Apartamento en Norte - Universidad,Norte-Universidad (Móstoles),120.000,1.500,2.0,80,"Apartamento en Norte - Universidad, Norte-Universidad (Móstoles)",
2.0,"Wang House vende amplio piso en Aranjuez. La vivienda se compone de 4 habitaciones, 2 baños, salón, cocina total...",3ª,calle de La Concha,Centro (Aranjuez),156.900,1.364,4.0,115,"calle de La Concha, Centro (Aranjuez)",
1.0,"Piso en venta, cercano a la estación central y ayuntamiento. Superf. Const. 76 m²,  3 habitaciones, 1 baño, piso...",2ª,Barrio Belen,Cerro-El Molino (Fuenlabrada),128.000,1.684,3.0,76,"Barrio Belen, Cerro-El Molino (Fuenlabrada)",
2.0,"Se vende bonito piso en pleno centro de Parla, la mejor zona, comunicado con todo tipo de servicios. Cuarta plan...",4ª,Centro,Centro (Parla),197.000,2.118,3.0,93,"Centro, Centro (Parla)",
2.0,"Inmobiliaria novogar vende vivienda seminueva, con 9 años de construcción, dispone de 3 dormitorios con armarios...",7ª,"calle Pintor Velazquez, Móstoles",Norte-Universidad (Móstoles),235.000,2.136,3.0,110,"calle Pintor Velazquez, Móstoles, Norte-Universidad (Móstoles)",
1.0,"Housfy, Sin Comisiones de Agencia.

Armando vende de particular a particular y sin comisiones este maravilloso p...",3ª,calle Avenida del Euro,Buenavista (Distrito Carabanchel. Madrid Capital),325.000,4.513,1.0,72,"calle Avenida del Euro, Buenavista (Distrito Carabanchel. Madrid Capital)",
2.0,"Vivienda2 pone a la venta un inmueble en el distrito de Fuencarral en el Barrio del Pilar,en una zona inmejorabl...",0,Barrio del Pilar,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),371.000,3.673,3.0,101,"Barrio del Pilar, Pilar (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,"""***inmueble el venta desde el día 3/04/2019 al 09/04/2019*** venta en período de pujas al alza. Se venderá a la...",1ª,"calle Mariano Vela, nº 25",Pradolongo (Distrito Usera. Madrid Capital),150.300,1.174,4.0,128,"calle Mariano Vela, nº 25, Pradolongo (Distrito Usera. Madrid Capital)",
2.0,"¡Piso a reformar!!!!

Vivienda situada en calle san fidel, distrito de ventas, madrid. Cuenta con una superfic...",,calle San Fidel,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),160.600,2.200,3.0,73,"calle San Fidel, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
2.0,"Sensahome Inmobiliaria pone a su disposición en venta, espectacular piso con 120 m2 útiles exterior con maravill...",2ª,calle Capitan Angosto Gomez Castrillon,Centro (Aranjuez),250.000,1.785,3.0,140,"calle Capitan Angosto Gomez Castrillon, Centro (Aranjuez)",
2.0,"Wang house inmobiliaria vende vivienda compuesta de 3 habitaciones, 2 baños uno de ellos en suite, salón indepen...",,Valdemoro,Brezo-Guardia Civil (Valdemoro),149.900,1.921,3.0,78,"Valdemoro, Brezo-Guardia Civil (Valdemoro)",
1.0,"¡ Oportunidad en la gavia!

Plaza de garaje incluida. 
Magnífico piso ubicado en una excelente urbanización r...",,Villa de Vallecas - Ensanche de Vallecas - Valdecarros,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),200.000,3.333,1.0,60,"Villa de Vallecas - Ensanche de Vallecas - Valdecarros, Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital)",
2.0,Esta luminosa vivienda perfectamente situada en uno de los mejores y más cotizados barrios de Alcalá de Hena...,,Ensanche,Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares),249.900,2.776,3.0,90,"Ensanche, Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares)",
3.0,"Agencia inmobiliaria de PARLA - Zona PARLA REYES - LAS AMÉRICAS.
Ático dúplex en venta en Parla, situado en zona...",,Centro,Centro (Parla),204.600,1.023,5.0,200,"Centro, Centro (Parla)",
2.0,"FG - Vivienda muy espaciosa y cómoda de tres dormitorios y dos baños, en edificio representativo en la calle Fra...",3ª,"Apartamento en calle de Francisco Silvela, nº 124",El Viso (Distrito Chamartín. Madrid Capital),620.000,5.166,3.0,120,"Apartamento en calle de Francisco Silvela, nº 124, El Viso (Distrito Chamartín. Madrid Capital)",
1.0,"Se vende precioso Ático duplex , en zona de nueva numancia , finca del 2010 ,tercera planta con ascensor y panel...",3ª,calle del Doctor Salgado,Numancia (Distrito Puente de Vallecas. Madrid Capital),172.000,2.324,2.0,74,"calle del Doctor Salgado, Numancia (Distrito Puente de Vallecas. Madrid Capital)",
3.0,"Se pone a la venta excelente vivienda, de grandes dimensiones y muy buenas calidades.
La vivienda se encuentra s...",1ª,calle Castillo Jarandilla,Európolis-Montecillo-Navalcarbón (Las Rozas de Madrid),560.000,3.027,4.0,185,"calle Castillo Jarandilla, Európolis-Montecillo-Navalcarbón (Las Rozas de Madrid)",
1.0,"Piso con terraza en San Sebastián de los Reyes, situado en una de las mejores zonas de la ciudad, cercano al pa...",,Avenida de La Rioja,Ensanche-Praderón-Alamillos (San Sebastián de los Reyes),168.000,2.270,1.0,74,"Avenida de La Rioja, Ensanche-Praderón-Alamillos (San Sebastián de los Reyes)",
1.0,'' agencia inmobiliaria de madrid - zona carabanchel - fatima - vista alegre vende piso en calle general ricardo...,,Vista Alegre,Vista Alegre (Distrito Carabanchel. Madrid Capital),191.000,2.076,3.0,92,"Vista Alegre, Vista Alegre (Distrito Carabanchel. Madrid Capital)",
1.0,,2ª,Ascao,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),130.000,2.000,2.0,65,"Ascao, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
